account_number,annual_income,household_size,years_post_high_school_ed,hours_per_week_watching_tv,age,gender,exceeded_credit_limit_in_past,annual_charges
24914894,20.3,5,1,4,40,Male,Yes,4209.98
1966576,88.7,4,1,9,30,Male,Yes,10513.93
17503669,107.1,4,5,10,31,Female,No,11422.36
7261974,94.6,8,5,55,49,Female,No,16765.33
9681110,79.9,3,3,58,32,Female,No,8905.84
16135391,61.5,3,0,52,43,Male,No,7813.98
29276639,91,2,0,23,37,Male,Yes,9703.69
9318450,54.5,4,4,45,43,Male,No,14868.67
12487585,33,5,2,27,45,Male,No,8253.74
25634260,55.5,3,4,46,37,Female,No,4221.71
20075387,95.6,3,1,49,39,Female,Yes,24238.41
7355983,33.6,2,1,0,48,Male,No,3952.58
18344838,101.7,3,0,49,62,Male,Yes,21412.18
141050,23.3,4,3,36,50,Male,No,13553.24
17132895,28,6,0,15,52,Female,No,7831.19
17880177,50.3,5,1,39,26,Male,No,10929.24
26665299,77.5,4,0,18,63,Female,No,13132.84
5725212,44.7,5,4,8,34,Male,No,12722.34
29302723,74.2,7,5,42,42,Female,No,16913.2
9184807,53.4,6,4,26,32,Male,No,16920.74
9710586,79.3,3,2,16,28,Female,No,6105.57
23155198,91.2,4,4,40,47,Male,No,13834.37
18450504,98.9,2,2,30,44,Male,No,23856.34
3589684,23.4,8,3,10,25,Male,Yes,0
19824542,43,7,4,12,57,Male,No,12504.35
28405793,54.6,4,3,11,46,Male,No,8657.79
4948739,94.1,5,2,42,41,Female,No,16297.05
21487425,46.7,6,4,57,52,Female,No,18788.97
16688574,85.2,3,2,1,42,Female,No,10093.03
19175222,98.8,2,0,10,53,Female,No,24016.21
9585261,80.3,6,4,39,50,Male,No,10214.36
5440138,52.5,6,3,20,43,Male,No,9815.26
8129708,93.9,8,1,2,59,Male,No,20331.72
3940500,102.2,2,2,39,49,Male,No,23539.76
29241569,52,6,3,53,64,Male,No,16099.01
18367495,69.7,5,2,23,22,Male,No,7979.66
3870155,37.4,3,2,36,48,Male,No,1060.35
19544746,51.9,4,2,51,55,Male,No,5282.09
143563,14.6,7,4,51,46,Male,No,6654.27
20318878,37.1,7,5,12,54,Male,No,4912.51
18163078,35.4,7,0,44,50,Female,No,9649.9
17392370,70.9,7,5,41,66,Female,No,12494.75
20032064,58.9,5,4,28,44,Female,No,15603.68
4103892,77,8,4,31,42,Male,No,10031.34
19357462,44.7,2,3,17,24,Female,No,6359.66
18391795,78.5,6,2,38,64,Female,No,15270.79
9725103,48.8,5,2,47,50,Male,No,13484.49
17906687,78.3,6,2,39,44,Female,No,21225.38
4956775,50.6,4,2,41,42,Female,No,4825.3
7025430,104,7,4,32,62,Male,No,10057.98
19515939,76.7,5,5,36,49,Female,No,5706.54
28952863,66.6,8,3,35,57,Male,No,6146.89
24423868,104.8,3,4,37,42,Male,No,7117.58
3413422,85.9,1,2,37,52,Female,No,8724.33
27018660,97.7,8,4,49,30,Male,No,14591.65
22683333,63.6,8,0,24,40,Female,No,16701.59
8337020,57.2,3,2,45,39,Male,No,6047.42
526302,43.7,1,2,57,27,Female,No,5786.68
4585701,46.3,2,2,8,40,Female,No,12791.99
17168832,85.9,1,4,52,40,Male,No,14766.2
6553796,92.4,1,3,27,57,Male,No,16119.89
14401534,67.9,6,4,19,60,Female,No,18141.35
23727749,119.3,7,3,10,52,Male,No,13594.93
23055248,50.3,7,3,12,47,Male,No,2645.65
10023215,81.8,4,0,25,31,Male,No,16342.67
17483244,40.5,6,4,53,55,Male,No,5175.19
1257946,88.2,1,4,53,43,Male,No,5761.1
4903926,126.8,3,3,57,39,Female,No,26996.35
25624007,8.9,2,5,40,44,Female,No,0
22893939,105.5,6,1,28,50,Female,No,23161.21
173075,93.6,3,0,7,31,Male,No,17634.96
6549966,109.6,6,4,19,42,Female,No,9934.69
731654,97.8,3,4,54,38,Male,No,13743.83
8178919,69.9,4,5,36,58,Female,No,4561.78
15905694,113.9,4,0,23,40,Male,No,13840.05
29721171,80.4,3,1,18,39,Male,No,22101.97
6624740,61.1,1,0,0,46,Male,No,14981.44
1198416,81,7,2,22,47,Male,No,7013.8
25570749,113.1,5,1,24,42,Female,No,10510.34
3250573,56.4,7,3,59,51,Female,No,11346.73
4284427,40.5,6,2,44,40,Male,No,15875.42
8810414,112.8,6,5,52,33,Male,No,20951.34
16792887,43.4,6,0,44,35,Male,No,19545.17
27870161,95.5,2,5,31,45,Male,No,17036.89
9642543,30.1,5,0,2,43,Male,No,15221.14
8153655,49.3,6,4,38,51,Female,No,19712.13
10833500,66.2,3,3,59,30,Female,Yes,6648.79
19602036,42.9,7,4,21,25,Male,No,10969.72
12969173,78.6,4,4,48,47,Female,No,9811.02
17531475,52.6,1,3,21,40,Male,No,14190.98
24123378,73.1,5,2,51,52,Female,Yes,14860.56
20786120,62,5,4,49,58,Male,No,6603.1
6085140,71.6,7,4,37,39,Female,No,7785.71
7125334,31.8,2,2,34,37,Male,No,3896.7
6457659,86.1,7,1,10,53,Male,No,12917.38
4938391,59.6,5,2,51,56,Male,No,13474.39
21103290,33.7,7,1,47,43,Male,No,158.35
27586272,66.6,8,2,43,45,Female,No,14751.59
2762288,49.4,5,4,44,40,Male,No,14898.52
17054452,20.9,6,3,56,61,Female,No,7027.48
5840766,75.2,5,3,28,38,Male,No,12119.73
7632602,85.5,2,3,8,55,Female,No,15177.23
11685084,82,5,1,16,49,Male,No,20977.18
7118820,98.4,5,0,1,35,Female,No,20642.23
14953535,52.5,6,1,24,52,Female,No,11475.81
27742080,38.5,2,2,33,65,Female,No,1706.35
23846950,45.3,6,3,13,45,Female,No,53.42
25944797,76.4,3,0,38,30,Male,No,15856.55
19750393,68.1,5,2,1,57,Female,No,11423.6
12667888,76.8,2,1,7,21,Female,Yes,14207.93
25064401,27.8,1,0,31,47,Male,Yes,8355.67
4652877,70,5,1,58,59,Male,No,19345.63
17011402,90.5,5,4,16,53,Male,No,13968.49
135439,57.7,5,2,59,50,Male,No,5443.54
21528322,24.4,8,1,16,37,Female,No,8329.43
20401700,96.4,1,0,43,32,Male,No,6634.32
315494,107.3,5,4,48,33,Male,No,18496.7
26341358,87.8,4,5,27,37,Male,No,12533.13
25660766,92.4,7,1,42,61,Female,No,17629.6
15144984,54.4,4,3,15,50,Female,No,8529.47
24382031,40,8,3,30,44,Female,Yes,10180.88
27437156,67.9,3,0,33,40,Female,No,9324.67
8655699,67.1,4,3,48,45,Male,No,17870.28
9359827,112.1,5,5,47,55,Male,No,18994.89
13228964,47.4,6,1,3,44,Female,Yes,4411
21900579,66.5,2,1,25,53,Female,No,6757.48
21224045,41.6,8,1,10,61,Male,No,0
18190170,115.1,8,2,20,43,Male,No,16001.16
17410844,63.4,4,1,3,40,Female,No,16777.2
16259286,105.4,7,3,5,45,Female,No,20248.73
6148972,27,2,1,30,63,Male,No,3301.88
22190214,43.5,4,1,15,58,Male,No,121.72
8518728,52.7,5,4,6,52,Male,No,8196.78
10889179,71.5,5,0,41,20,Male,No,8991.49
663465,55.6,5,3,12,44,Male,No,18421.68
29517823,106.1,2,1,47,29,Female,No,22597.84
18922807,85.7,5,2,9,42,Male,No,9206.08
13634450,42.2,5,3,50,52,Male,No,13293.24
19444300,32.4,3,1,34,35,Female,Yes,0
17746467,29.6,6,2,57,49,Female,No,4870.52
11252835,107.8,4,4,37,52,Female,No,23747.5
19525730,45.8,8,4,24,47,Male,No,9027.45
23411781,22.1,3,5,47,31,Male,No,0
18440369,59.2,7,1,33,49,Male,No,12367.25
171304,66.3,2,0,33,49,Male,No,12954.98
11932961,53.7,4,0,24,35,Female,No,11569.03
10651733,51.2,5,4,49,52,Male,No,8768.11
19652185,84.8,7,4,49,44,Female,No,19839.22
28288576,55.3,4,3,49,31,Male,No,4869.1
5691413,63.6,8,0,1,59,Female,No,17642.53
14945916,73.5,3,2,12,28,Male,No,6408.96
19661680,70.7,6,4,36,34,Male,No,14121.12
7679133,33.2,7,3,18,35,Male,No,11007.42
24185439,35.4,8,4,5,40,Male,No,0
3933348,39.3,7,3,40,41,Female,No,6824.18
3392590,73.1,3,3,26,49,Female,No,17937.71
25416707,108.6,3,5,29,51,Male,No,13141.97
4851175,71.7,5,0,52,55,Female,No,11868.09
25140722,66.8,6,1,16,59,Female,Yes,7594.6
26433951,96.7,3,5,45,45,Male,No,8366.13
27838274,115,7,4,5,67,Female,No,21489.37
9918305,67.6,3,0,24,61,Male,No,1378.28
28334290,98.6,2,0,54,30,Male,No,15021.14
26241627,41.6,1,2,33,54,Male,No,10066.03
26549198,41.6,3,2,13,44,Female,No,14779.39
5251539,38.4,2,1,55,56,Female,Yes,8461.89
25521835,41,6,4,12,30,Male,No,0
7734059,30.2,5,2,22,45,Male,Yes,11299.67
15051768,39.3,5,2,22,45,Female,No,13116.75
24940325,110.2,5,2,60,51,Male,No,8995.75
18294107,122.1,6,4,51,27,Male,Yes,21267.56
20998994,54.3,4,4,44,28,Female,No,9666.75
8809488,50.4,1,1,42,60,Male,No,12108.12
4879337,51.1,3,0,31,51,Female,No,3251.69
24953456,33.7,7,2,56,50,Male,No,10944.25
7916373,43,5,4,30,53,Male,Yes,6659.02
3159700,103,5,2,39,39,Female,Yes,18697.5
19768916,35.5,5,1,11,32,Male,No,8909.61
7905328,86,3,5,56,34,Female,No,4817.98
23686505,74.2,2,2,40,50,Male,No,8983.44
83790,114.2,3,1,46,19,Female,No,20383.04
9059208,94.4,6,4,16,30,Male,No,17280.98
28878193,45.6,5,5,25,37,Female,No,10740.68
21869952,20,3,5,60,57,Male,Yes,3727.08
2973797,64.4,7,0,17,55,Female,No,9537.59
2437337,85.4,6,2,58,42,Female,No,16836.71
17903458,17.6,7,3,56,24,Male,No,10112.94
23398481,38.6,6,4,59,52,Female,No,1898.2
26483116,9.8,2,1,12,43,Male,No,5313.78
16438552,38.2,5,1,41,49,Male,No,12235.85
22783719,21.8,4,4,16,38,Female,No,10060.77
21871404,88.2,4,4,17,46,Female,No,6791.73
9964822,75.9,3,3,13,55,Female,No,4593.68
8535315,108.7,8,1,31,24,Male,No,27168.98
13184069,68.2,3,4,27,68,Male,No,19519.03
18421,47,6,1,10,48,Female,Yes,6474.51
10946986,40.9,1,5,16,34,Male,No,7761.48
21673351,37.5,4,4,10,24,Male,No,10247.16
2230410,51.9,2,2,21,60,Male,No,3317.15
10023843,30.9,2,1,18,30,Male,No,4172.42
445435,32.7,3,5,32,39,Female,Yes,6508.25
8811331,50.7,7,3,16,60,Male,No,3859.96
21168110,71.2,7,1,37,26,Male,No,14638.34
15929408,54.9,8,4,16,46,Male,No,3745.51
14966671,31.3,3,0,57,59,Male,No,11439.5
22598124,44.2,7,2,48,40,Male,No,21317.14
27329103,76.9,6,2,17,54,Male,No,11243.51
17871633,29,1,1,15,63,Female,No,8715.87
24571679,48.9,6,3,39,24,Male,No,19388.86
22127632,49.4,8,3,3,57,Female,No,14727.41
5820189,116.7,7,4,48,54,Female,No,20394.26
1741817,92.1,5,3,44,28,Female,Yes,12090.6
21300473,90.5,7,2,35,56,Female,No,18190.01
7501430,38.1,5,1,49,46,Male,No,3836.63
10735265,80.9,7,2,11,38,Female,No,6875.35
13502008,46.7,1,0,37,33,Male,No,11117.29
7447155,43,6,3,30,46,Male,No,5937.19
21486387,71.8,4,5,34,59,Female,No,18245.51
27449919,54.3,3,2,43,50,Male,No,4069.55
28311995,52.5,5,1,3,38,Male,No,6595.78
429931,51.7,3,4,25,55,Female,No,0
27208047,94.1,7,0,29,53,Female,No,9412.37
9096440,93.1,1,1,13,50,Male,No,16565.19
24868428,53.6,2,4,14,35,Male,No,5224.22
19575977,26.8,5,2,46,62,Female,No,1678.73
25486982,74.3,6,1,0,45,Female,No,9976.43
9429398,91.2,3,3,1,42,Male,No,16475.71
9803700,108.8,7,4,19,45,Male,No,14594.97
2526523,99.4,1,2,30,42,Male,No,13291.7
17398672,25,8,0,58,27,Male,Yes,15608.31
10642089,65.4,7,1,57,58,Female,No,15555.04
23821546,32.5,5,4,40,31,Male,No,0
22898649,57.2,4,0,21,54,Male,No,12968.02
26182137,100.2,2,1,33,62,Male,No,13017.55
20202696,52.1,2,1,55,51,Female,No,12266.36
16666291,66.4,8,1,2,28,Male,No,12363.63
21446554,73.4,7,3,59,44,Female,No,12897.2
21430324,35,4,5,31,56,Male,No,2124.32
23286217,75.8,3,4,45,55,Female,No,7159.45
26696386,83.6,7,4,52,57,Male,No,7790.82
243452,86.1,4,5,60,39,Male,No,16475.28
11588632,64.5,5,2,24,38,Male,No,16024.71
28543571,43.6,7,4,45,57,Male,No,8473.96
1631833,49,2,2,26,49,Female,No,4611.81
22004423,113.1,7,5,55,39,Male,No,19868.45
6351490,105.8,4,1,50,30,Female,Yes,16986.22
22821981,50.9,2,3,32,34,Female,No,8026.91
22635792,81.5,8,3,33,50,Female,No,12867.42
1294608,91.5,1,4,40,55,Female,No,16323.48
17386069,54.3,6,4,26,43,Male,No,11829.03
22657708,68.9,4,1,19,38,Female,No,7698.45
5235050,21.9,7,3,46,43,Male,No,0
15101565,51,5,2,8,47,Male,No,14499.23
24158996,72.1,4,3,33,63,Male,No,9023.07
24415591,44.8,1,3,40,32,Male,No,6561.85
13141832,18.4,2,3,20,46,Male,No,0
14406639,37.1,3,3,37,48,Male,No,7907.23
26794362,41.1,3,4,14,53,Male,No,15636.96
24355272,59.7,7,3,38,51,Female,No,21469.18
7632929,92.2,5,3,52,36,Female,No,17984.39
12990103,83.4,5,2,34,45,Female,Yes,10470.36
21591835,108.8,4,4,14,50,Female,No,15775.75
926297,54.5,7,2,30,32,Female,No,5029.71
21289779,46.3,8,3,12,48,Female,No,13404.15
25119640,89.1,5,3,12,65,Male,No,16141.22
21957105,76.9,2,2,51,39,Male,No,9621.04
22572794,48.3,5,4,29,47,Male,No,11315.63
553060,29.9,4,4,4,38,Male,No,5541.51
8600861,46.2,1,4,49,41,Female,No,4994.83
19020023,76.9,1,2,17,41,Male,No,7477.37
16680835,46.8,6,4,31,49,Female,No,1036.43
12170414,100.5,7,4,24,48,Male,No,8274.1
15193963,60.1,1,0,58,45,Female,No,12186.85
11591152,42,7,4,9,33,Male,No,15850.21
16084354,58.4,5,5,51,44,Male,No,9544.99
21291310,46.1,7,4,26,27,Male,No,15442.34
9515011,18.1,5,3,27,41,Female,No,3797.38
9501963,118.3,1,1,19,35,Female,No,20953.65
15327196,64.3,8,4,9,59,Female,No,174.69
4492768,73.9,3,2,41,47,Male,No,6757.05
11315271,52,5,1,22,21,Male,No,13352.29
20222085,99.7,5,1,38,42,Male,No,24262.81
22703054,54.7,5,1,43,43,Male,No,5173.34
4489072,31.2,7,1,26,49,Female,No,17525.34
25906000,56,6,3,12,50,Male,No,17332.22
29260667,31.5,4,5,9,51,Female,No,5293.1
23853160,99.4,6,4,13,34,Male,No,15848.86
20002387,98.4,3,4,7,53,Female,Yes,14336.65
11992204,98.7,6,2,37,54,Male,No,15144.79
21843701,56.1,3,5,26,57,Female,No,9415.88
16810735,71.9,8,2,4,31,Male,No,4998.2
20111389,67.1,4,0,58,36,Female,No,7376.77
11821867,55.4,2,2,17,32,Female,No,15802.43
11934976,33,7,4,28,55,Female,No,2365.08
9497766,131.5,4,4,27,33,Male,No,13954.04
25164988,120.4,8,0,8,53,Male,No,25001.27
11115116,69.9,6,3,4,46,Female,No,16033.89
489122,75.8,2,4,50,35,Male,No,1356.31
1839697,74.7,5,2,37,38,Female,No,3455.33
12391170,31.5,4,0,55,40,Male,No,13245.58
24469967,54.3,2,5,58,56,Male,No,14597.59
21070200,68.1,3,3,28,55,Male,No,10242.25
17875104,49.1,2,1,49,45,Female,No,3197.02
9880804,72.8,3,4,33,21,Female,Yes,12569.95
26351751,34.1,5,1,13,36,Male,No,0
16917636,88.3,3,3,15,44,Male,Yes,15972.57
16526890,80.8,5,2,40,44,Male,No,10285.22
10170168,47.7,7,0,13,54,Female,No,8883.02
21042817,15.9,1,4,9,38,Female,No,101.55
9296890,79.2,6,3,0,35,Male,No,17960.94
25056435,27.9,6,4,29,33,Female,No,13135.39
1100961,92.5,1,4,47,69,Male,Yes,9606.97
6591644,29.8,4,1,9,60,Male,No,0
24530750,48.1,7,2,48,42,Female,No,6632.48
10611693,97.1,3,3,34,46,Female,No,17333.85
28511,45.6,7,2,29,37,Male,No,10635.31
28170144,83,2,1,22,55,Male,No,21806.69
1550128,34.4,2,3,21,32,Male,No,13334.7
25823290,79.4,1,3,32,25,Male,No,20154.8
730761,34.6,2,5,16,53,Female,No,41.61
22998093,44.5,1,0,20,43,Female,No,6186.4
10790711,77.4,1,2,23,31,Male,No,16675.3
21468326,87.9,6,4,32,48,Female,Yes,17609.1
21808090,48.3,7,1,53,21,Male,No,1823.24
18096738,45.4,4,3,13,38,Male,No,4918.17
23167830,56.9,4,5,5,45,Female,Yes,10078.2
27778111,35.6,7,0,19,37,Male,No,8303.36
4529086,52.5,4,4,8,33,Female,No,9429.74
12653745,56.1,5,4,16,57,Male,No,9222.19
17929714,20.6,6,1,36,38,Male,No,0
3083709,76.6,8,4,18,34,Male,No,11097.96
29140635,82.1,3,4,15,50,Male,No,19052.88
10039975,79.2,7,1,4,33,Male,No,4591.48
27561422,131.7,3,3,28,41,Female,No,14467.77
27375180,107.3,3,3,1,22,Male,No,23553.11
24804280,92,5,2,51,61,Male,No,20868.35
19876507,43,4,3,13,32,Female,Yes,4771.26
15448134,79.5,6,3,34,62,Male,No,19656.68
22848364,52.4,5,2,32,21,Female,No,6726.4
25346390,63.6,6,4,9,43,Female,No,10780.71
16346772,35.8,6,5,48,49,Female,No,4216.13
7064222,103.5,4,4,60,48,Female,No,15128.74
17494409,57.8,6,0,35,50,Female,No,21813.35
6827083,118.1,2,5,41,27,Male,No,21126.98
9058849,70.4,1,3,1,25,Male,No,9416.12
28831516,37.6,3,1,44,47,Male,No,13355.41
29458146,107.1,6,1,11,64,Female,No,11274.45
10215326,119.3,6,3,29,43,Male,No,13891.2
4883138,73.6,2,2,30,48,Male,No,9561.23
26744181,48.6,5,3,28,41,Male,No,3654.33
11313837,89.8,6,1,28,25,Female,No,19430.46
27888075,66.5,5,4,12,30,Male,No,18367.13
28451193,52.6,3,2,36,29,Female,No,15080.44
5159603,108.1,5,3,39,44,Male,No,20588.2
1108172,58.9,5,2,20,43,Male,No,3609.85
3283464,48.7,4,1,27,47,Female,No,4274.72
7940168,76.2,1,3,55,55,Male,No,12534.43
19989975,101.3,5,2,42,47,Female,No,8039.51
9349701,50.2,3,1,50,36,Female,No,12738.86
4772248,57.3,3,5,32,40,Female,No,3448.85
9675627,110.9,6,5,20,48,Female,No,17470.27
18109030,75.9,4,3,47,53,Male,No,16340.86
17301399,56.4,6,1,48,34,Male,No,13618.79
3522000,93.7,3,1,58,47,Male,No,19813.69
14528060,75.9,2,1,30,27,Female,No,11343.12
6089280,73.4,3,4,18,56,Male,Yes,3879.96
14283830,44.5,3,3,26,57,Female,No,622.61
6623039,86.6,3,0,15,31,Male,No,7492.66
27697105,42.3,5,2,48,27,Female,No,0
9714136,47.8,3,3,4,38,Male,No,7647.57
22263544,84.1,4,4,30,58,Male,No,12469.69
18764269,115.4,5,1,43,54,Female,No,20922.27
23975471,75,2,2,12,31,Female,Yes,3294.35
7112017,119.1,4,5,35,45,Male,No,16835.58
5183871,28.9,1,3,5,65,Female,No,0
27530726,110.5,3,2,59,45,Male,No,16483.85
7230176,55.9,1,1,30,35,Female,No,17252.83
6456396,118.4,2,5,51,56,Female,No,23045.44
25858655,79.1,1,3,17,53,Male,No,3522.04
20997401,125.4,6,2,1,52,Female,No,18094.74
21124519,73,7,4,46,39,Female,No,5634.77
18290313,96.4,2,2,9,40,Male,No,6118.48
23698910,115.6,2,4,57,37,Female,No,8247.37
22745987,36.4,7,2,35,55,Male,No,5672.64
19500050,48.6,2,2,39,33,Male,No,13132.64
5063706,83.5,4,1,8,58,Male,No,3561.55
5320641,33.6,5,1,55,43,Male,No,9631.64
3875436,91.1,7,5,14,46,Female,No,14792.35
25800322,70.7,5,3,32,38,Male,No,17393.58
856089,93.6,3,4,3,36,Male,No,19038.85
11699560,107,2,5,43,48,Male,No,4084.63
6101508,76.7,3,4,5,55,Female,No,6193.33
14952018,50,5,3,59,46,Male,No,14775.03
6100837,47.1,7,1,18,48,Male,No,17548.08
4922753,51.5,6,4,12,30,Female,No,9761.93
11977099,115.6,8,3,36,27,Male,No,16867.95
7001283,82,1,5,44,35,Female,No,15702.62
25689631,107.7,7,0,38,61,Male,No,12136.26
10786491,124.8,7,5,20,42,Female,No,20386.12
17406950,100.1,5,1,31,35,Male,Yes,12152.73
170242,36.1,4,3,20,43,Male,No,2771.89
5304036,49.6,6,3,38,43,Female,No,13693.65
17244819,58.9,5,1,5,56,Male,No,5270.67
1936143,89.2,5,4,57,37,Male,No,11487.41
10350456,27.3,6,2,48,59,Male,No,12478.11
15920388,120.1,3,4,7,53,Male,No,21707.58
29446997,127.9,6,4,48,33,Female,No,23798.18
6314597,113.8,5,3,58,32,Female,No,18895.3
2272273,20.9,7,2,32,60,Female,No,3131.95
25619777,44.7,3,1,10,35,Male,No,4226.53
21093379,107.8,4,4,8,59,Female,No,13621.48
28272703,55.4,6,3,29,39,Male,No,11031.45
26932314,59.8,7,4,42,43,Female,No,4556.73
24136171,54.4,4,2,23,41,Male,No,18030.19
13670271,70.3,7,3,38,47,Male,No,20093.4
10471001,109.5,7,1,8,68,Female,No,20201.01
23184537,74.2,3,5,32,39,Female,No,11386.88
26516633,102,7,3,7,22,Male,Yes,11691.6
26726853,53,5,2,30,53,Female,No,13211.93
12573539,62.4,3,3,48,42,Female,No,13144.77
14502673,108.2,3,2,25,54,Female,No,8328.8
23835219,72.1,7,2,55,41,Female,No,3055.48
64970,52.4,6,4,31,59,Male,No,8056.51
768048,81,4,2,38,43,Male,No,8262.73
26496773,59.9,3,1,27,58,Male,No,8034.98
29552451,91.2,3,5,22,48,Male,No,11392.1
13471629,40.3,7,3,44,42,Male,No,3905.44
28997697,34.4,2,4,17,62,Male,No,10108.39
9292790,26.7,2,3,53,32,Female,No,1156.87
27002729,96.1,4,1,36,48,Male,No,23624.71
9819968,92.1,3,3,60,42,Male,No,21996.53
4003792,50,7,2,33,44,Male,No,8653.01
5453419,91.2,7,2,44,47,Female,No,19272.73
12433966,97,2,1,51,40,Male,No,11723.15
28346067,60.9,7,2,15,58,Female,Yes,18067.62
28081198,42.9,6,1,38,51,Female,No,11783.43
18130923,123.5,4,5,0,54,Female,No,23866.62
21912435,93.5,6,3,46,41,Female,Yes,11029.36
8541295,72.6,5,3,1,43,Male,No,19233.44
977173,23.5,8,4,53,35,Male,No,14757.06
26521501,42.7,3,4,31,56,Male,No,4654.49
5057057,35.2,8,1,16,65,Male,No,17125.97
23648037,48.9,5,3,24,53,Male,No,1037.71
4419047,42.9,3,4,15,32,Female,No,5933.73
28302047,86.8,2,0,22,54,Female,No,11429.09
14986351,66.9,3,2,0,52,Female,No,10682.46
28255903,96.5,4,1,33,51,Female,No,16258.55
28654821,125,2,2,11,40,Male,No,11818.44
15688537,37.7,7,3,10,37,Male,No,6513.3
19566390,81,2,1,17,60,Female,No,6415.4
2867834,36.4,7,4,12,39,Male,No,6429.01
4178214,105.9,3,0,52,33,Male,No,13476.17
840510,81.4,3,1,14,28,Female,No,18668.92
15985764,95.2,7,3,35,42,Female,No,11700.81
25782056,40.6,2,0,41,43,Male,Yes,7667.4
1802117,117.9,4,2,57,43,Male,No,13195.84
979067,72.4,2,0,54,41,Male,No,1865.82
4106464,82.6,8,1,14,47,Male,No,22695.41
12254516,47.4,7,1,1,55,Male,No,3092.75
26341798,24.3,2,5,9,54,Female,No,0
2550699,75.4,1,3,36,28,Male,No,4132.26
21051909,40.2,5,3,23,50,Male,No,8504.52
10276454,68.3,4,5,26,29,Female,No,5071.03
25074038,19.3,3,0,8,61,Male,No,9919.45
20691230,8.3,8,2,43,66,Male,No,13070.29
9805581,27.9,2,4,39,24,Male,No,0
23282133,90.4,2,4,44,48,Male,No,15887.2
1944126,49,2,4,43,43,Male,No,5228.06
16539663,104.4,7,2,1,43,Male,No,19996.96
21384740,43.9,1,1,26,39,Male,No,16980.92
8290753,28.8,5,5,47,47,Female,No,14295.45
29334418,38.8,8,0,17,52,Male,No,10739.68
1771987,56.2,2,3,53,38,Female,No,7939.68
10009644,55.2,7,1,0,61,Female,Yes,10206.97
13346065,98.3,7,5,2,30,Male,Yes,5394.36
27712652,38.7,2,0,3,50,Male,No,4080.95
20863635,89.3,3,5,30,21,Female,No,14292.95
7144384,77.4,5,5,53,29,Male,No,16146.66
18770551,68.2,4,3,7,24,Male,Yes,15289.8
15950517,51.8,6,4,57,53,Male,No,12796.11
11184886,46.5,1,2,41,45,Female,No,11152.12
21722409,46.6,6,1,17,59,Male,No,13727.58
21969752,67.5,1,0,10,40,Female,No,826.83
21731473,49.2,7,5,33,47,Male,No,10833.99
6980504,78.3,4,3,51,39,Female,Yes,10128.87
15239657,67,7,2,29,43,Male,No,18355.34
7323746,88.7,2,0,4,58,Female,No,16720.63
7930891,93,4,5,34,62,Male,No,17496.04
8278626,41.1,2,1,18,43,Male,No,3508.49
21147184,83.6,7,0,51,44,Female,No,11838.39
412197,98.8,8,1,7,46,Male,No,14138.67
796541,100.7,3,0,45,39,Female,No,21279.67
28954168,48.5,8,4,1,63,Male,No,14149.1
20336002,54.9,8,0,52,60,Female,No,15940.46
568437,53.9,7,2,10,31,Male,No,2012.82
23653761,44.9,5,2,32,36,Male,No,4052.15
22985397,44.5,2,2,4,33,Female,No,725.51
4167622,44,6,2,28,44,Male,No,10917.88
12948127,72.4,2,0,29,46,Male,No,10362.88
16535267,97.5,8,1,33,28,Male,No,10850.42
7636420,112.7,4,3,49,26,Female,No,11868.84
12492798,32.6,8,3,15,48,Female,No,9969.26
561472,106.8,4,3,52,64,Male,No,16392.92
29789823,61.2,5,4,55,49,Female,No,5782.48
6044351,115,4,4,14,36,Female,Yes,24052.94
5679032,85.1,7,1,47,41,Female,No,7323.8
5801179,53.7,3,3,46,47,Female,No,5289.99
1831699,120.4,7,3,38,48,Male,No,19127.28
27059276,46.1,1,0,3,27,Male,Yes,4173.06
23080900,114.8,6,0,52,52,Male,No,25175.29
3473087,97.5,4,0,25,51,Male,No,23777.81
8383920,93.5,5,5,4,65,Male,No,8983.01
4425479,41.4,7,3,59,67,Male,No,11272.28
10591618,51.2,3,2,17,51,Female,No,14876.59
13208812,63.8,5,1,28,49,Female,No,18866.83
2957508,89.5,6,4,57,46,Male,No,9317.3
26124496,110.1,4,5,51,42,Male,No,15691.46
148367,85.2,4,0,56,40,Male,No,11749.96
18458430,73,6,5,50,48,Female,No,2646.84
13932026,75.9,5,1,27,26,Male,No,7157.92
5118484,86.5,2,1,57,33,Female,Yes,13839.96
11723949,41.1,3,5,31,44,Female,No,3273.35
24991176,72.7,4,0,1,51,Female,No,11461.73
26947509,107.5,6,3,15,55,Female,No,17651.21
15332306,59.2,3,4,42,33,Male,No,3211.65
17346183,91.1,4,4,19,51,Male,No,12498.4
2295581,34.2,4,3,44,48,Female,No,12373.59
5351626,89.4,3,1,31,41,Female,No,4999.24
8017421,43,1,1,21,31,Female,No,14214.05
4953029,35.3,1,2,10,40,Male,No,0
21464605,99.9,6,0,11,58,Male,Yes,12307.03
1284925,49.4,2,1,21,48,Female,No,7015.28
28491005,105.7,8,3,9,38,Female,No,12352.43
26396825,50.2,2,0,41,37,Female,No,1659.26
11808263,20.2,4,3,40,61,Female,No,1131.44
7585607,84.7,2,2,28,31,Female,No,8134.81
15535513,95.7,3,4,40,53,Female,No,7406.78
14031619,95,1,2,26,31,Male,No,13393.86
24269463,40.2,6,3,40,34,Male,Yes,7008.41
3277836,82,7,5,53,38,Male,No,15836.08
